"CAGDP9 Real GDP by county and metropolitan area 1/"
"Real GDP: All industry total (Thousands of chained 2012 dollars)" 
"Bureau of Economic Analysis" 
"County"
"GeoFips","GeoName","2016","2017","2018","2019","2020"
"18087","Lagrange, IN",1569072,1788467,1901150,1770215,1678576
"18089","Lake, IN",24156167,23752427,23980948,22478970,21806214
"18091","LaPorte, IN",3859572,3815132,3974845,3850567,3805458
"18093","Lawrence, IN",1272287,1215721,1284819,1289566,1303826
"18095","Madison, IN",3335040,3342734,3444302,3445980,3399219
"18097","Marion, IN",79848765,79960857,82818853,84798947,81197410
"18099","Marshall, IN",1548073,1560707,1579727,1531483,1516544
"18101","Martin, IN",895987,943845,978859,1017607,1055446
"18103","Miami, IN",884584,930401,920288,894104,861825
"18105","Monroe, IN",5833984,6092970,6284623,6249464,6186198
"18107","Montgomery, IN",1577070,1544443,1596960,1566957,1606946
"18109","Morgan, IN",1409035,1446657,1538520,1635657,1660253
"18111","Newton, IN",325839,310718,329489,320406,346336
"18113","Noble, IN",1761018,1715522,1789298,1779642,1704802
"18115","Ohio, IN",107980,118832,113104,100111,91361
"18117","Orange, IN",568167,613981,645938,570305,541166
"18119","Owen, IN",445083,469434,488197,492340,494751
"18121","Parke, IN",289555,309898,314268,322860,338714
"18123","Perry, IN",806251,722035,727193,717682,723234
"18125","Pike, IN",744444,766844,639299,678710,625626
"18127","Porter, IN",6783463,6768281,7281862,7100103,6902283
"18129","Posey, IN",1542539,2152931,2816778,3356726,3304029
"18131","Pulaski, IN",563044,572204,594596,603372,617329
"18133","Putnam, IN",1004680,1039151,1038278,1012895,993706
"18135","Randolph, IN",694139,703643,709279,715849,714945
"18137","Ripley, IN",1030377,1055320,1060328,1065771,1087534
"18139","Rush, IN",506885,545053,588620,586085,576478
"18141","St. Joseph, IN",12176196,12285187,12822143,13083953,12303774
"18143","Scott, IN",594985,632476,658212,652077,641588
"18145","Shelby, IN",1802863,1799278,1888046,1870693,1823360
"18147","Spencer, IN",1175094,1148702,1111657,1009600,849445
"18149","Starke, IN",422044,417453,465462,489484,528176
"18151","Steuben, IN",1241942,1289828,1336357,1352944,1312223
"18153","Sullivan, IN",973030,906779,887081,897679,817463
"18155","Switzerland, IN",198850,208969,220313,212013,197086
"18157","Tippecanoe, IN",8306673,8707390,9243587,9263294,9037103
"18159","Tipton, IN",464480,469449,571981,548508,561148
"18161","Union, IN",121754,130088,133325,125604,129360
"18163","Vanderburgh, IN",9661475,10062603,10110231,10324016,9844592
"18165","Vermillion, IN",792263,802532,782890,728194,791356
"18167","Vigo, IN",4353426,4231207,4254872,4284827,4180953
"18169","Wabash, IN",1113434,1106524,1111735,1111707,1096096
"18171","Warren, IN",238272,221335,230553,216932,229338
"18173","Warrick, IN",2143329,2150322,2239843,2211066,2289923
"18175","Washington, IN",582227,615413,648372,600738,595674
"18177","Wayne, IN",2441157,2498955,2561613,2554088,2485429
"18179","Wells, IN",1075985,1063621,1125284,1084754,1050120
"18181","White, IN",933448,894582,932751,909937,957235
"18183","Whitley, IN",1303082,1347475,1490338,1513924,1556320
"19001","Adair, IA",309389,313800,323596,342041,402814
"19003","Adams, IA",243442,234997,223514,232782,216645
"19005","Allamakee, IA",652919,611580,595336,609315,609114
"19007","Appanoose, IA",369349,378648,369005,367427,358406
"19009","Audubon, IA",238833,266518,274321,334638,315436
"19011","Benton, IA",724597,747466,785052,816030,876669
"19013","Black Hawk, IA",6888962,6966501,7133450,6983426,6739491
"19015","Boone, IA",930600,886179,929320,955484,985932
"19017","Bremer, IA",1024412,1001948,1016502,1015927,973599
"19019","Buchanan, IA",738619,762446,750652,778043,763992
"19021","Buena Vista, IA",1340661,1195128,1265631,1177286,1176198
"19023","Butler, IA",380469,399648,388839,390680,405203
"19025","Calhoun, IA",427664,409618,424965,433305,412840
"19027","Carroll, IA",1344261,1373295,1344804,1297781,1229619
"19029","Cass, IA",604308,607901,623829,609903,586425
"19031","Cedar, IA",571525,562916,587162,586481,575676
"19033","Cerro Gordo, IA",2474900,2317284,2315013,2216619,2168339
"19035","Cherokee, IA",695442,661086,691446,616660,649686
"19037","Chickasaw, IA",712131,643093,659369,623538,615562
"19039","Clarke, IA",369717,373946,403645,375800,350593
"19041","Clay, IA",889069,899698,981167,1033121,1002724
"19043","Clayton, IA",813710,855526,857017,876540,813471
"19045","Clinton, IA",2130185,2088638,2047825,1985487,1935211
"19047","Crawford, IA",721434,731005,749281,743393,733641
"19049","Dallas, IA",4532071,4445237,4460442,4735221,4725730
"19051","Davis, IA",210009,236131,256943,238854,236188
"19053","Decatur, IA",184907,192065,196891,191710,177057
"19055","Delaware, IA",950773,978284,938525,894253,900088
"19057","Des Moines, IA",2138932,2109136,2046900,1970021,1821165
"19059","Dickinson, IA",885147,898801,899062,967369,927622
"19061","Dubuque, IA",5511481,5791772,5811398,5985867,5801448
"19063","Emmet, IA",335027,340033,379314,371031,319903
"19065","Fayette, IA",718914,739120,751129,723829,723357
"19067","Floyd, IA",799176,807913,804667,770175,728635
"19069","Franklin, IA",584383,609447,606813,596250,592624
"19071","Fremont, IA",291695,256095,243004,322171,295825
"19073","Greene, IA",392754,424870,454795,455510,463472
"19075","Grundy, IA",464206,454522,457044,471955,497417
"19077","Guthrie, IA",457071,452623,456391,411223,432510
"19079","Hamilton, IA",832117,865855,918954,831627,724844
"19081","Hancock, IA",702818,773093,796116,748067,709534
"19083","Hardin, IA",870310,871504,859782,812628,765366
"19085","Harrison, IA",382207,381667,382235,391695,387493
"19087","Henry, IA",833409,848019,870466,847711,808335
"19089","Howard, IA",463865,433992,450206,459868,458488
"19091","Humboldt, IA",457239,423485,438285,462962,444169
"19093","Ida, IA",371256,456136,457383,477808,531668
"19095","Iowa, IA",864472,1019586,1087107,1048243,1025439
"19097","Jackson, IA",675057,629157,612554,611405,635772
"19099","Jasper, IA",1063253,1090848,1062652,1112617,1084946
"19101","Jefferson, IA",615588,619489,645065,641917,620901
"19103","Johnson, IA",8113343,8447889,8480404,8467681,8212803
"19105","Jones, IA",591673,590450,585046,577901,598102
"19107","Keokuk, IA",380556,339918,347023,357311,341047
"19109","Kossuth, IA",971820,925829,951235,918126,856257
"19111","Lee, IA",1734484,1590843,1581692,1595064,1560691
"19113","Linn, IA",15547181,15350188,15766743,15261669,14876063
"19115","Louisa, IA",621493,606694,661938,719866,674845
"19117","Lucas, IA",283057,288291,290696,295145,292165
"19119","Lyon, IA",967156,1085045,1035581,1011527,869854
"19121","Madison, IA",381300,392158,379552,384322,378033
"19123","Mahaska, IA",776218,822298,903515,857388,802001
"19125","Marion, IA",1546535,1726203,1791888,1899346,1825393
"19127","Marshall, IA",1636025,1640729,1722053,1705362,1723522
"19129","Mills, IA",448003,468418,492374,557952,495673
"19131","Mitchell, IA",637280,601456,653509,661526,621991
"19133","Monona, IA",288730,305918,294154,320313,319428
"19135","Monroe, IA",355778,356590,382597,383970,375333
"19137","Montgomery, IA",389641,384746,388257,386289,363504
"19139","Muscatine, IA",2464210,2497704,2467283,2388163,2311461
"19141","O'Brien, IA",924345,951716,931044,924587,886548
"19143","Osceola, IA",400892,463510,470559,385969,359123
"19145","Page, IA",555190,555501,553845,577598,558239
"19147","Palo Alto, IA",573599,603935,628157,567112,521242
"19149","Plymouth, IA",1371049,1398448,1436499,1428315,1339989
"19151","Pocahontas, IA",689542,540494,584971,609856,513918
"19153","Polk, IA",38985284,38224166,38797599,39489590,40003968
"19155","Pottawattamie, IA",4019220,3888314,4064659,3932364,3627672
"19157","Poweshiek, IA",995713,974203,1030763,1044786,1106728
"19159","Ringgold, IA",165598,195623,192530,204306,193972
"19161","Sac, IA",543994,548065,560019,568502,568873
"19163","Scott, IA",8349788,8554120,8511626,8709079,8387605
"19165","Shelby, IA",667907,648073,677773,697693,651440
"19167","Sioux, IA",2442898,2609813,2642718,2496775,2427524
"19169","Story, IA",4724034,4928744,4947350,4987743,4862860
"19171","Tama, IA",581332,549624,587013,609441,676404
"19173","Taylor, IA",190972,227359,233071,245069,238099
"19175","Union, IA",511054,539698,571216,575428,574710
"19177","Van Buren, IA",197754,215555,223575,208429,194837
"19179","Wapello, IA",1516640,1497341,1489861,1478010,1405406
"19181","Warren, IA",1068296,1117110,1086155,1128907,1101369
"19183","Washington, IA",1009392,1130474,1198498,1253762,1034583
"19185","Wayne, IA",189965,203177,221067,210467,214858
"19187","Webster, IA",2045814,1949704,1890819,1898607,1795898
"19189","Winnebago, IA",388219,383567,414956,390344,401474
"19191","Winneshiek, IA",1012491,931825,950137,949011,977316
"19193","Woodbury, IA",4934105,4563621,4775913,4663116,4505396
"19195","Worth, IA",333865,276959,274455,273178,270948
"19197","Wright, IA",682461,669637,769053,647649,643686
"20001","Allen, KS",470725,467064,498430,537849,537007
"20003","Anderson, KS",285941,246617,243035,266839,279938
"20005","Atchison, KS",593297,677964,688237,689470,653366
"20007","Barber, KS",234668,239700,211938,205882,206714
"20009","Barton, KS",1234964,1169192,1161532,1192574,1152933
"20011","Bourbon, KS",580768,578010,630285,557183,551341
"20013","Brown, KS",432592,457775,521447,513114,471878
"20015","Butler, KS",2424801,2298167,2351738,2387802,2412601
"20017","Chase, KS",113389,119972,131682,129757,125281
"20019","Chautauqua, KS",74240,72472,76469,72755,76430
"20021","Cherokee, KS",585133,641250,688090,695416,717388
"20023","Cheyenne, KS",119204,103837,126796,125305,138108
"20025","Clark, KS",148223,203965,223880,213455,207497
"20027","Clay, KS",238936,249927,266466,282184,268434
"20029","Cloud, KS",338285,329103,341576,357553,347936
"20031","Coffey, KS",832392,830692,776864,773136,804570
"20033","Comanche, KS",67556,73413,64045,68988,60603
"20035","Cowley, KS",1265071,1292631,1314131,1246988,1222928
"20037","Crawford, KS",1335808,1406205,1474252,1487985,1495298
"20039","Decatur, KS",190278,118377,135842,143700,154304
"20041","Dickinson, KS",571657,582486,615206,602462,592121
"20043","Doniphan, KS",244131,256898,241436,268532,239185
"20045","Douglas, KS",4353800,4443152,4572224,4581216,4362445
"20047","Edwards, KS",261434,209575,201950,204201,189183
"20049","Elk, KS",85616,80690,73755,74578,70286
"20051","Ellis, KS",1479681,1457095,1488379,1478814,1467560
"20053","Ellsworth, KS",235808,244809,255743,270728,265638
"20055","Finney, KS",2185552,2118006,2218339,2110368,2061237
"20057","Ford, KS",1827373,1943235,2149930,2106351,2173959
"20059","Franklin, KS",828640,797769,845581,828536,818567
"20061","Geary, KS",2675901,2664914,2670597,2633825,2671243
"20063","Gove, KS",230718,156589,156065,152348,155147
"20065","Graham, KS",123113,132986,130788,130081,128804
"20067","Grant, KS",752234,580591,632022,485625,461610
"20069","Gray, KS",953169,803988,782754,701121,609623
"20071","Greeley, KS",123332,178228,171045,159555,160056
"20073","Greenwood, KS",157150,152997,156523,153354,150528
"20075","Hamilton, KS",279760,264709,298381,307977,300034
"20077","Harper, KS",329435,318338,313968,330280,336793
"20079","Harvey, KS",1151628,1118925,1198149,1194007,1154214
"20081","Haskell, KS",582018,582712,491271,357932,337005
"20083","Hodgeman, KS",177002,159546,156402,161290,155446
"20085","Jackson, KS",322072,329293,370144,353105,350273
"20087","Jefferson, KS",393853,391865,394754,398250,389694
"20089","Jewell, KS",119077,95238,130227,139435,134852
"20091","Johnson, KS",42503367,43583997,44869982,46428493,45975899
"20093","Kearny, KS",283721,267023,257969,260732,265580
"20095","Kingman, KS",311464,271382,272293,277391,348925
"20097","Kiowa, KS",124615,115036,129460,112542,123322
"20099","Labette, KS",761390,765305,780532,779473,744087
"20101","Lane, KS",208387,163765,159786,142236,129817
"20103","Leavenworth, KS",2611388,2645531,2668523,2604170,2562300
"20105","Lincoln, KS",111950,110319,108880,98786,125795
"20107","Linn, KS",568633,381639,427896,441336,464947
"20109","Logan, KS",157171,156433,149140,150559,168538
"20111","Lyon, KS",1135277,1210759,1357846,1310621,1315623
"20113","McPherson, KS",1826610,1937080,2099008,2042434,1975391
"20115","Marion, KS",347857,326130,359287,391573,378791
"20117","Marshall, KS",436391,468566,470338,467741,458072
"20119","Meade, KS",296947,247562,264470,289356,261867
"20121","Miami, KS",802010,832406,875106,878673,870369
"20123","Mitchell, KS",359532,368208,397227,417815,422965
"20125","Montgomery, KS",1401009,1451863,1601484,1723501,1774966
"20127","Morris, KS",182708,174653,208613,188196,189998
"20129","Morton, KS",115663,160483,157743,139749,150566
"20131","Nemaha, KS",402586,458797,464952,391116,426018
"20133","Neosho, KS",492472,502707,516292,568001,527388
"20135","Ness, KS",172689,173438,182716,186109,192308
"20137","Norton, KS",256956,223584,212622,226168,236493
"20139","Osage, KS",270669,267372,297439,291580,290191
"20141","Osborne, KS",151940,162222,167818,165896,163332
"20143","Ottawa, KS",105971,108805,108638,101593,110859
"20145","Pawnee, KS",425423,302612,289332,296129,283126
"20147","Phillips, KS",330643,334103,365737,384490,397344
"20149","Pottawatomie, KS",1300950,1295662,1298356,1117860,1093410
"20151","Pratt, KS",504824,522630,521946,584382,557276
"20153","Rawlins, KS",121351,123517,117202,117585,142977
"20155","Reno, KS",2132270,2254450,2287785,2322364,2285662
"20157","Republic, KS",228729,204974,202709,218773,202298
"20159","Rice, KS",463387,500898,509711,624383,584050
"20161","Riley, KS",2509374,2475586,2431925,2438944,2370597
"20163","Rooks, KS",216306,223798,202341,181885,190756
"20165","Rush, KS",135086,122469,143736,155966,155519
"20167","Russell, KS",326025,329658,261442,256462,262542
"20169","Saline, KS",2625956,2640325,2665627,2602044,2480833
"20171","Scott, KS",652721,538243,463513,349188,322982
"20173","Sedgwick, KS",28529319,29303637,29040351,29529249,27591664
"20175","Seward, KS",1297013,1213964,1245253,1157326,1189257
"20177","Shawnee, KS",9218114,9281647,9589193,9391170,9399237
"20179","Sheridan, KS",178510,140475,107916,103768,133084
"20181","Sherman, KS",264797,269168,277664,277223,284558
"20183","Smith, KS",131361,122683,146424,161018,173358
"20185","Stafford, KS",203877,173923,184925,195286,207651
"20187","Stanton, KS",184606,204123,192009,242385,234000
"20189","Stevens, KS",335059,338177,314879,337332,352521
"20191","Sumner, KS",626075,626398,643744,711201,658477
"20193","Thomas, KS",447109,440358,470788,483434,540529
"20195","Trego, KS",163199,160227,170886,165140,161973
"20197","Wabaunsee, KS",122940,125531,144744,140330,136101
"20199","Wallace, KS",88767,81876,91948,98873,106165
"20201","Washington, KS",206838,197136,214052,212751,230175
"20203","Wichita, KS",449889,358361,319755,291702,240836
"20205","Wilson, KS",323968,330090,321987,314648,295075
"20207","Woodson, KS",74463,80950,79557,80610,80660
"20209","Wyandotte, KS",10500676,10713098,11109051,11056360,10800431
"21001","Adair, KY",319633,330134,340837,346089,343265
"21003","Allen, KY",445335,458936,464886,457926,427733
"21005","Anderson, KY",472505,528494,514290,513638,492891
"21007","Ballard, KY",195960,193368,180909,203399,208519
"21009","Barren, KY",1338697,1368688,1321278,1319369,1277879
"21011","Bath, KY",160874,173952,182140,183392,177204
"21013","Bell, KY",720280,728771,693519,706970,683774
"21015","Boone, KY",9320483,10001234,10407533,10561822,10200886
"21017","Bourbon, KY",957252,958761,1013014,955326,863098
"21019","Boyd, KY",3366361,3600278,3956545,4082463,4053520
"21021","Boyle, KY",1106817,1121968,1123969,1148042,1074985
"21023","Bracken, KY",132416,138789,139807,138408,141695
"21025","Breathitt, KY",230955,219793,217564,202568,182932
"21027","Breckinridge, KY",347257,348639,334331,357495,363440
"21029","Bullitt, KY",2246680,2286077,2221647,2264688,2233899
"21031","Butler, KY",296940,299000,273544,294221,286903
"21033","Caldwell, KY",330844,348155,363178,351121,364540
"21035","Calloway, KY",1212671,1243422,1266984,1300051,1245227
"21037","Campbell, KY",3049725,3086649,3090168,3122673,3005234
"21039","Carlisle, KY",152334,134332,125000,154344,149113
"21041","Carroll, KY",1724424,1911659,1943678,1989506,1800554
"21043","Carter, KY",467711,459265,451501,441471,442835
"21045","Casey, KY",289648,287841,292599,300052,308730
"21047","Christian, KY",5349043,5394120,5325279,5277096,5298755
"21049","Clark, KY",1346754,1404909,1388893,1389224,1310952
"21051","Clay, KY",318814,309949,301157,300081,293610
"21053","Clinton, KY",313148,312234,310741,300112,293409
"21055","Crittenden, KY",187462,189503,189378,178095,177541
"21057","Cumberland, KY",126165,131886,137278,144568,150904
"21059","Daviess, KY",4151146,4278743,4207105,4162469,4033287
"21061","Edmonson, KY",149495,156329,153674,164971,166968
"21063","Elliott, KY",71199,71881,71471,72925,69565
"21065","Estill, KY",194068,193369,193993,193412,191815
"21067","Fayette, KY",18278587,18164107,18304009,18608398,17759671
"21069","Fleming, KY",254896,263074,269142,282228,291750
"21071","Floyd, KY",1012462,1032268,1009064,1057027,998204
"21073","Franklin, KY",2811031,2753126,2746173,2728399,2660456
"21075","Fulton, KY",177731,178730,169621,181588,178764
"21077","Gallatin, KY",382547,344002,313984,350515,364883
"21079","Garrard, KY",235011,233754,235836,233633,225440
"21081","Grant, KY",471937,474910,471113,464860,449892
"21083","Graves, KY",1089086,1168619,1179330,1153315,1122237
"21085","Grayson, KY",621198,629552,620005,653214,641835
"21087","Green, KY",136283,148311,137358,145641,157866
"21089","Greenup, KY",716486,753137,817280,858427,799026
"21091","Hancock, KY",924425,784551,759588,809526,849056
"21093","Hardin, KY",4576365,4661287,4604716,4739384,4620201
"21095","Harlan, KY",560820,531761,533122,506870,477056
"21097","Harrison, KY",480013,459506,495802,469763,460105
"21099","Hart, KY",477047,500859,505087,523882,503109
"21101","Henderson, KY",1959689,1916819,1832981,1860747,1827846
"21103","Henry, KY",321185,317976,315544,316576,321642
"21105","Hickman, KY",169488,194227,198568,181818,158559
"21107","Hopkins, KY",1948623,1677972,1690029,1755912,1658687
"21109","Jackson, KY",150611,144548,142429,148395,140278
"21111","Jefferson, KY",48088678,48108875,48870990,50106756,48558750
"21113","Jessamine, KY",1787728,1828092,1910678,1884149,1810356
"21115","Johnson, KY",406134,405404,399624,405228,392622
"21117","Kenton, KY",6663908,6676318,7219962,7702883,7671398
"21119","Knott, KY",223742,201685,209616,207437,199340
"21121","Knox, KY",576566,589650,567698,557439,525480
"21123","Larue, KY",202369,199380,206489,195499,203407
"21125","Laurel, KY",1849644,1913449,1917629,1914336,1844072
"21127","Lawrence, KY",308595,299891,306518,324037,321151
"21129","Lee, KY",125534,115271,121023,119334,121383
"21131","Leslie, KY",168167,162523,170645,157687,146541
"21133","Letcher, KY",351731,331666,347738,323567,301766
"21135","Lewis, KY",160905,165753,179555,184836,183582
"21137","Lincoln, KY",368455,373123,362493,371568,368704
"21139","Livingston, KY",255166,250664,252038,256428,273944
"21141","Logan, KY",1105916,1073671,1049316,1152832,1192743
"21143","Lyon, KY",193601,201903,197491,201401,197733
"21145","McCracken, KY",4017660,3900059,3809836,3878458,3645427
"21147","McCreary, KY",231406,222765,226049,225356,231741
"21149","McLean, KY",308353,306587,305529,279477,229091
"21151","Madison, KY",2712472,2711722,2694059,2721651,2591253
"21153","Magoffin, KY",149850,139633,145599,148681,142324
"21155","Marion, KY",731236,794022,809408,833855,795337
"21157","Marshall, KY",1254127,1324505,1240361,1300162,1262796
"21159","Martin, KY",318981,282363,249761,245888,208899
"21161","Mason, KY",1052116,989900,1009368,973633,1021213
"21163","Meade, KY",484190,464782,452212,492501,497259
"21165","Menifee, KY",72549,73851,76993,79018,79227
"21167","Mercer, KY",751907,768471,794291,723499,695751
"21169","Metcalfe, KY",152976,167734,158291,160767,165705
"21171","Monroe, KY",277931,285099,290128,286191,280517
"21173","Montgomery, KY",851344,889977,907787,917274,877119
"21175","Morgan, KY",222838,226179,229727,236676,221509
"21177","Muhlenberg, KY",1265638,1142080,1179065,1169173,1066001
"21179","Nelson, KY",1450007,1434277,1436582,1437498,1405150
"21181","Nicholas, KY",84957,89728,84834,89098,85379
"21183","Ohio, KY",922052,905883,877525,839286,729189
"21185","Oldham, KY",1574429,1727587,1732303,1750019,1679452
"21187","Owen, KY",225211,207631,188697,171058,165798
"21189","Owsley, KY",48226,46440,46716,43963,42305
"21191","Pendleton, KY",258504,258845,264589,260902,254784
"21193","Perry, KY",952337,935622,936335,902250,854110
"21195","Pike, KY",2011379,1985472,1974778,1942230,1843038
"21197","Powell, KY",192556,191604,202963,201426,200970
"21199","Pulaski, KY",1911277,1877786,1961738,2012346,1928098
"21201","Robertson, KY",22374,22294,22714,22796,23335
"21203","Rockcastle, KY",274477,291989,290249,301724,284753
"21205","Rowan, KY",656082,652106,670677,663451,632965
"21207","Russell, KY",464117,506461,544134,579966,577519
"21209","Scott, KY",2585863,2812576,3107731,3206754,3203386
"21211","Shelby, KY",1405138,1475909,1530033,1506643,1482034
"21213","Simpson, KY",797468,792731,787615,792800,897581
"21215","Spencer, KY",236526,244330,246848,250320,258814
"21217","Taylor, KY",757961,790707,773058,799268,789790
"21219","Todd, KY",306914,328602,312014,332601,336601
"21221","Trigg, KY",255143,248898,243275,257427,247389
"21223","Trimble, KY",448655,463072,453914,465354,495830
"21225","Union, KY",701426,669555,677220,746237,855597
"21227","Warren, KY",5359340,5548386,5464995,5657965,5474620
"21229","Washington, KY",284440,297268,301792,289074,284077
"21231","Wayne, KY",370923,384228,393723,385141,386501
"21233","Webster, KY",614369,586360,591029,512479,391434
"21235","Whitley, KY",934799,929207,946732,963473,925806
"21237","Wolfe, KY",92266,91004,92463,87903,91355
"21239","Woodford, KY",1054057,1109055,1151111,1155061,1041687
"22001","Acadia, LA",1498478,1475865,1482303,1443461,1440636
"22003","Allen, LA",623847,640471,649888,643915,608593
"22005","Ascension, LA",7792352,8337881,8318416,8408442,7915627
"22007","Assumption, LA",415851,443238,452787,466957,428691
"22009","Avoyelles, LA",805928,846509,861921,842023,817163
"22011","Beauregard, LA",927072,932374,990506,996718,989099
"22013","Bienville, LA",592533,698344,695499,706206,627061
"22015","Bossier, LA",4933421,5121983,5212363,5207876,4927925
"22017","Caddo, LA",11932848,12215038,12317250,12450126,11735815
"22019","Calcasieu, LA",12841277,15109792,14807709,15512865,14102712
"22021","Caldwell, LA",176075,173017,174811,180016,168999
"22023","Cameron, LA",1468261,1645488,1562205,1259147,1040715
"22025","Catahoula, LA",164463,177263,167441,179326,177240
"22027","Claiborne, LA",464214,468401,462268,443390,384797
"22029","Concordia, LA",526746,536835,541652,548198,544397
"22031","De Soto, LA",3067339,3482695,3448874,3717166,3051035
"22033","East Baton Rouge, LA",38699679,34560742,36493145,34139057,32159428
"22035","East Carroll, LA",191467,180586,172350,161249,168730
"22037","East Feliciana, LA",430534,431320,449786,451024,451093
"22039","Evangeline, LA",842723,837538,825950,851685,870692
"22041","Franklin, LA",438324,453056,531900,560061,537030
"22043","Grant, LA",329431,333951,337272,328655,320245
"22045","Iberia, LA",3016440,2949597,2975234,2986732,2702549
"22047","Iberville, LA",1612417,1876833,1855790,1902581,1783591
"22049","Jackson, LA",471196,455441,453286,442405,415233
"22051","Jefferson, LA",21312057,21575451,21467001,21821050,20237809
"22053","Jefferson Davis, LA",911670,935994,889440,879901,880532
"22055","Lafayette, LA",12640238,12594801,13131620,13091842,12148850
"22057","Lafourche, LA",3753848,3711275,3780560,3767904,3686250
"22059","LaSalle, LA",442388,446737,478312,505692,471998
"22061","Lincoln, LA",1981622,2074777,2097380,2110843,2003358
"22063","Livingston, LA",2550814,2628502,2994091,2967823,2874243
"22065","Madison, LA",379222,416788,417923,419594,420428
"22067","Morehouse, LA",643087,578089,570321,576198,578410
"22069","Natchitoches, LA",1218130,1307353,1294247,1298701,1224853
"22071","Orleans, LA",21195304,21478998,21609258,21944520,20227763
"22073","Ouachita, LA",6540197,6605457,6707535,6451069,6165716
"22075","Plaquemines, LA",3518541,3929097,3804309,3898382,3575101
"22077","Pointe Coupee, LA",813149,817755,792508,807285,700627
"22079","Rapides, LA",5141363,5163098,5186653,5183392,4971096
"22081","Red River, LA",851582,1048389,1133294,1169410,931094
"22083","Richland, LA",518941,521279,530794,558917,551447
"22085","Sabine, LA",720630,755122,822600,788101,700624
"22087","St. Bernard, LA",1866364,2061543,2144483,1474182,1494407
"22089","St. Charles, LA",7225800,8770606,8010027,8705733,8742131
"22091","St. Helena, LA",164247,151525,188848,179542,171827
"22093","St. James, LA",2324827,3482070,3317251,3131651,2917005
"22095","St. John the Baptist, LA",3037705,4170727,4138944,4276736,4079861
"22097","St. Landry, LA",2197440,2345602,2277474,2331914,2361621
"22099","St. Martin, LA",1147660,1144296,1159788,1172638,1088992
"22101","St. Mary, LA",2280259,2158953,2200061,2229956,2046665
"22103","St. Tammany, LA",10289008,10775262,10955637,11296810,10964414
"22105","Tangipahoa, LA",3510063,3806351,3814912,3938183,4016999
"22107","Tensas, LA",139811,144157,136621,144208,122088
"22109","Terrebonne, LA",5243952,4981564,5136582,5069581,4578577
"22111","Union, LA",597910,481421,479072,461788,420495
"22113","Vermilion, LA",1573136,1551509,1572909,1518462,1434589
"22115","Vernon, LA",1873737,1865315,1817486,1858450,1822304
"22117","Washington, LA",1044918,1042975,1052789,1042533,1012217
"22119","Webster, LA",1096129,1072175,1093433,1079908,1037592
"22121","West Baton Rouge, LA",2004009,2140107,2091907,2223692,2197706
"22123","West Carroll, LA",219728,212818,225045,181096,189738
"22125","West Feliciana, LA",760691,787757,810464,882302,920635
"22127","Winn, LA",415245,423833,437880,424728,399420
"23001","Androscoggin, ME",4132657,4096528,4245859,4336828,4305584
"23003","Aroostook, ME",2267606,2296818,2346365,2328600,2360223
"23005","Cumberland, ME",18524389,19165743,19822296,20335255,20215058
"23007","Franklin, ME",955655,937466,963345,986397,947437
"23009","Hancock, ME",2149497,2159219,2175791,2261302,2202627
"23011","Kennebec, ME",4883719,4960714,5098090,5210153,5196253
"23013","Knox, ME",1544274,1584566,1581335,1661849,1616857
"23015","Lincoln, ME",1016558,1027592,1048044,1085513,1055438
"23017","Oxford, ME",1481336,1509247,1555846,1537957,1508900
"23019","Penobscot, ME",5693159,5775454,5894779,6021508,5926747
"23021","Piscataquis, ME",454998,485239,506828,507211,501391
"23023","Sagadahoc, ME",1573136,1664625,1621450,1563075,1365147
"23025","Somerset, ME",1595276,1573677,1555681,1532489,1546075
"23027","Waldo, ME",1105292,1197458,1168742,1235893,1241039
"23029","Washington, ME",999986,948536,956522,999112,1029367
"23031","York, ME",7190847,7279702,7640798,7832355,7744082
"24001","Allegany, MD",2727587,2722336,2718928,2701011,2609214
"24003","Anne Arundel, MD",45401925,46294870,46753558,47036809,44922819
"24005","Baltimore, MD",48282618,48857634,50199904,51496525,47546919
"24009","Calvert, MD",4662430,4814390,4126417,4104267,4116429
"24011","Caroline, MD",1282312,1292229,1244212,1146764,1040641
"24013","Carroll, MD",5569843,5843140,5754185,5809225,5574693
"24015","Cecil, MD",3935657,4072561,4431565,4397763,4386408
"24017","Charles, MD",5452224,5699144,5429136,5393681,5230001
"24019","Dorchester, MD",1199358,1219400,1172737,1192798,1175636
"24021","Frederick, MD",11943446,12156694,12447559,12654015,12237426
"24023","Garrett, MD",1154100,1157969,1175867,1180073,1141970
"24025","Harford, MD",11405278,11797137,11907795,12157167,11992841
"24027","Howard, MD",23868789,24326144,24805024,25375945,24560917
"24029","Kent, MD",850960,890138,854092,870799,820422
"24031","Montgomery, MD",85178467,86941981,85873309,84245073,81242111
"24033","Prince George's, MD",40129657,40589999,41606626,42021090,39905568
"24035","Queen Anne's, MD",1579353,1704371,1690498,1711130,1600285
"24037","St. Mary's, MD",6601713,6675907,6775680,6902651,7043846
"24039","Somerset, MD",1012699,872960,862974,787539,739593
"24041","Talbot, MD",1933045,1945992,1928638,1877804,1694222
"24043","Washington, MD",6403453,6488648,6510104,6491328,6118736
"24045","Wicomico, MD",4690698,4738881,4704077,4665436,4489511
"24047","Worcester, MD",2598031,2617588,2620987,2539432,2273029
"24510","Baltimore (Independent City), MD",42239438,42972698,43063264,42861684,40612851
